target,class_label,precision,recall,f1_score,accuracy,balanced_accuracy,macro_f1,roc_auc,matthews_corr,cv_method,top1_feature,top2_feature,top3_feature,time,model,data
ef_score,0,0.9911634756995582,0.987527512839325,0.9893421536199927,0.9792114695340501,0.8062637564196625,0.7845261492737645,0.9568163059427732,0.5706867254757445,TimeSeriesSplit,ef_money_sd,ef_trade_tariffs_sd_data,ef_regulation_business_licensing,2.097902774810791,RandomForest,spatial
ef_score,1,0.5405405405405406,0.625,0.5797101449275363,0.9792114695340501,0.8062637564196625,0.7845261492737645,0.9568163059427732,0.5706867254757445,TimeSeriesSplit,ef_money_sd,ef_trade_tariffs_sd_data,ef_regulation_business_licensing,2.097902774810791,RandomForest,spatial
ef_score,0,0.9925980754996299,0.9838591342626559,0.9882092851879145,0.9770609318996416,0.835679567131328,0.7835783268044836,0.9777833822450478,0.5750740974056143,TimeSeriesSplit,ef_regulation_business_licensing,ef_money_sd,ef_regulation_credit_ownership,4.719789028167725,XGBoost,spatial
ef_score,1,0.5,0.6875,0.5789473684210527,0.9770609318996416,0.835679567131328,0.7835783268044836,0.9777833822450478,0.5750740974056143,TimeSeriesSplit,ef_regulation_business_licensing,ef_money_sd,ef_regulation_credit_ownership,4.719789028167725,XGBoost,spatial
ef_score,0,0.9804489500362057,0.9933969185619956,0.9868804664723033,0.9741935483870968,0.5748234592809978,0.6021358854100647,0.9032006603081437,0.22476559718097902,TimeSeriesSplit,year,ef_money_sd,pf_expression_direct_jailed_data,389.14074873924255,NeuralNetwork,spatial
ef_score,1,0.35714285714285715,0.15625,0.21739130434782608,0.9741935483870968,0.5748234592809978,0.6021358854100647,0.9032006603081437,0.22476559718097902,TimeSeriesSplit,year,ef_money_sd,pf_expression_direct_jailed_data,389.14074873924255,NeuralNetwork,spatial
ef_score,0,0.9904831625183016,0.9926632428466617,0.9915720043972149,0.9835125448028674,0.7932066214233309,0.807261412034673,0.9654026045487893,0.615321850958343,TimeSeriesSplit,ef_trade_tariffs_sd_data,ef_money_sd,y,1.5048480033874512,LightGBM,spatial
ef_score,1,0.6551724137931034,0.59375,0.6229508196721311,0.9835125448028674,0.7932066214233309,0.807261412034673,0.9654026045487893,0.615321850958343,TimeSeriesSplit,ef_trade_tariffs_sd_data,ef_money_sd,y,1.5048480033874512,LightGBM,spatial
ef_government_tax,0,0.988619119878604,0.9559794570799707,0.9720253636702723,0.946236559139785,0.7436147285399853,0.6419759845874298,0.9229411225238444,0.3194135874257053,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_business_start,2.032744884490967,RandomForest,spatial
ef_government_tax,1,0.22077922077922077,0.53125,0.3119266055045872,0.946236559139785,0.7436147285399853,0.6419759845874298,0.9229411225238444,0.3194135874257053,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_business_start,2.032744884490967,RandomForest,spatial
ef_government_tax,0,0.9874074074074074,0.9779897285399853,0.9826760044231478,0.9663082437275986,0.7233698642699926,0.6861431970167687,0.9347372523844462,0.3785335275114112,TimeSeriesSplit,pf_identity_fgm,pf_ss_disappearances_organized,ef_regulation_labor_conscription,4.413576126098633,XGBoost,spatial
ef_government_tax,1,0.3333333333333333,0.46875,0.38961038961038963,0.9663082437275986,0.7233698642699926,0.6861431970167687,0.9347372523844462,0.3785335275114112,TimeSeriesSplit,pf_identity_fgm,pf_ss_disappearances_organized,ef_regulation_labor_conscription,4.413576126098633,XGBoost,spatial
ef_government_tax,0,0.9861212563915267,0.9904622157006603,0.9882869692532943,0.9770609318996416,0.6983561078503302,0.7182814156611299,0.971776412325752,0.4391471743302822,TimeSeriesSplit,ef_gender,pf_ss_disappearances_organized,x,396.39818811416626,NeuralNetwork,spatial
ef_government_tax,1,0.5,0.40625,0.4482758620689655,0.9770609318996416,0.6983561078503302,0.7182814156611299,0.971776412325752,0.4391471743302822,TimeSeriesSplit,ef_gender,pf_ss_disappearances_organized,x,396.39818811416626,NeuralNetwork,spatial
ef_government_tax,0,0.9874815905743741,0.9838591342626559,0.9856670341786108,0.9720430107526882,0.726304567131328,0.7102248214371315,0.9656318782098312,0.4216921188657236,TimeSeriesSplit,ef_regulation_business_start,y,x,1.808417797088623,LightGBM,spatial
ef_government_tax,1,0.40540540540540543,0.46875,0.43478260869565216,0.9720430107526882,0.726304567131328,0.7102248214371315,0.9656318782098312,0.4216921188657236,TimeSeriesSplit,ef_regulation_business_start,y,x,1.808417797088623,LightGBM,spatial
pf_expression_bti,0,0.8808510638297873,0.9980713596914176,0.9358047016274865,0.8982078853046594,0.8035049535887255,0.8450649805715288,0.9473879853250944,0.727438691993385,TimeSeriesSplit,y,globalNorth,x,1.9173920154571533,RandomForest,spatial
pf_expression_bti,1,0.990909090909091,0.6089385474860335,0.7543252595155711,0.8982078853046594,0.8035049535887255,0.8450649805715288,0.9473879853250944,0.727438691993385,TimeSeriesSplit,y,globalNorth,x,1.9173920154571533,RandomForest,spatial
pf_expression_bti,0,0.9355716878402904,0.9942140790742526,0.9640018700327255,0.9448028673835125,0.897945028363942,0.9228611500701261,0.9931958862856435,0.8534132139880108,TimeSeriesSplit,globalNorth,region_Latin America & the Caribbean,region_Eastern Europe,5.410995006561279,XGBoost,spatial
pf_expression_bti,1,0.9795221843003413,0.8016759776536313,0.8817204301075268,0.9448028673835125,0.897945028363942,0.9228611500701261,0.9931958862856435,0.8534132139880108,TimeSeriesSplit,globalNorth,region_Latin America & the Caribbean,region_Eastern Europe,5.410995006561279,XGBoost,spatial
pf_expression_bti,0,0.9726829268292683,0.9614271938283511,0.9670223084384093,0.9512544802867383,0.9416074516627788,0.936807857515908,0.9891231151312068,0.8738451607318777,TimeSeriesSplit,ef_regulation_labor_conscription,region_Caucasus & Central Asia,region_Oceania,391.4029049873352,NeuralNetwork,spatial
pf_expression_bti,1,0.8918918918918919,0.9217877094972067,0.9065934065934066,0.9512544802867383,0.9416074516627788,0.936807857515908,0.9891231151312068,0.8738451607318777,TimeSeriesSplit,ef_regulation_labor_conscription,region_Caucasus & Central Asia,region_Oceania,391.4029049873352,NeuralNetwork,spatial
pf_expression_bti,0,0.9281818181818182,0.9845708775313404,0.9555451567618156,0.931899641577061,0.881950243234944,0.9050313838939247,0.9912537778184816,0.8170719990612877,TimeSeriesSplit,x,y,ef_regulation_labor_conscription,1.069093942642212,LightGBM,spatial
pf_expression_bti,1,0.9457627118644067,0.7793296089385475,0.8545176110260337,0.931899641577061,0.881950243234944,0.9050313838939247,0.9912537778184816,0.8170719990612877,TimeSeriesSplit,x,y,ef_regulation_labor_conscription,1.069093942642212,LightGBM,spatial
pf_rol_civil,0,0.8274111675126904,0.6820083682008368,0.7477064220183486,0.6845878136200717,0.6861066897951792,0.6635281632080271,0.7631015240037743,0.34865486712307936,TimeSeriesSplit,year,ef_legal_regulatory,ef_gender,1.7826228141784668,RandomForest,spatial
pf_rol_civil,1,0.49917627677100496,0.6902050113895216,0.5793499043977056,0.6845878136200717,0.6861066897951792,0.6635281632080271,0.7631015240037743,0.34865486712307936,TimeSeriesSplit,year,ef_legal_regulatory,ef_gender,1.7826228141784668,RandomForest,spatial
pf_rol_civil,0,0.7683363148479427,0.8985355648535565,0.828351012536162,0.7448028673835125,0.6542791719484183,0.6655721543127737,0.6542791719484183,0.3592011470602786,TimeSeriesSplit,year,ef_gender,y,1.9154560565948486,XGBoost,spatial
pf_rol_civil,1,0.6498194945848376,0.41002277904328016,0.5027932960893855,0.7448028673835125,0.6542791719484183,0.6655721543127737,0.6542791719484183,0.3592011470602786,TimeSeriesSplit,year,ef_gender,y,1.9154560565948486,XGBoost,spatial
pf_rol_civil,0,0.9205298013245033,0.5815899581589958,0.7128205128205128,0.678853046594982,0.7361252752070606,0.6742964352720451,0.8337391942509125,0.4426158562034374,TimeSeriesSplit,x,ef_gender,y,279.45000314712524,NeuralNetwork,spatial
pf_rol_civil,1,0.4943109987357775,0.8906605922551253,0.6357723577235772,0.678853046594982,0.7361252752070606,0.6742964352720451,0.8337391942509125,0.4426158562034374,TimeSeriesSplit,x,ef_gender,y,279.45000314712524,NeuralNetwork,spatial
pf_rol_civil,0,0.8257080610021786,0.7928870292887029,0.8089647812166489,0.7433691756272401,0.7142111684028936,0.7090675434467524,0.8078244584020358,0.41942352108333375,TimeSeriesSplit,year,ef_legal_regulatory,ef_government,0.7424900531768799,LightGBM,spatial
pf_rol_civil,1,0.5849056603773585,0.6355353075170843,0.6091703056768559,0.7433691756272401,0.7142111684028936,0.7090675434467524,0.8078244584020358,0.41942352108333375,TimeSeriesSplit,year,ef_legal_regulatory,ef_government,0.7424900531768799,LightGBM,spatial
ef_score,0,0.9025454545454545,0.999194847020934,0.9484142147497134,0.9032258064516129,0.5616889267784408,0.5840336969702324,0.9454943007798933,0.32432272236384274,StratifiedSplit,ef_gender,ef_trade_tariffs_sd_data,ef_money_inflation,2.1886301040649414,RandomForest,spatial
ef_score,1,0.95,0.12418300653594772,0.21965317919075145,0.9032258064516129,0.5616889267784408,0.5840336969702324,0.9454943007798933,0.32432272236384274,StratifiedSplit,ef_gender,ef_trade_tariffs_sd_data,ef_money_inflation,2.1886301040649414,RandomForest,spatial
ef_score,0,0.9257871064467766,0.9943639291465378,0.9588509316770186,0.9240143369175627,0.6736525528085631,0.7317619144366402,0.9670281961415806,0.5307314806305781,StratifiedSplit,ef_trade_tariffs_sd_data,ef_regulation_credit_ownership,ef_regulation_labor_hours,5.185631036758423,XGBoost,spatial
ef_score,1,0.8852459016393442,0.35294117647058826,0.5046728971962617,0.9240143369175627,0.6736525528085631,0.7317619144366402,0.9670281961415806,0.5307314806305781,StratifiedSplit,ef_trade_tariffs_sd_data,ef_regulation_credit_ownership,ef_regulation_labor_hours,5.185631036758423,XGBoost,spatial
ef_score,0,0.9798711755233495,0.9798711755233495,0.9798711755233495,0.96415770609319,0.908236241356446,0.908236241356446,0.9920142506814857,0.816472482712892,StratifiedSplit,ef_regulation_labor_hours,pf_ss_disappearances_violent,ef_money_inflation,565.6539249420166,NeuralNetwork,spatial
ef_score,1,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.96415770609319,0.908236241356446,0.908236241356446,0.9920142506814857,0.816472482712892,StratifiedSplit,ef_regulation_labor_hours,pf_ss_disappearances_violent,ef_money_inflation,565.6539249420166,NeuralNetwork,spatial
ef_score,0,0.9150664697193501,0.9975845410628019,0.9545454545454547,0.9154121863799283,0.6229752770673487,0.6731490159325212,0.977250481513056,0.45504364987075635,StratifiedSplit,ef_money_inflation,ef_trade_tariffs_sd_data,ef_regulation_business_start,1.3305280208587646,LightGBM,spatial
ef_score,1,0.926829268292683,0.24836601307189543,0.3917525773195877,0.9154121863799283,0.6229752770673487,0.6731490159325212,0.977250481513056,0.45504364987075635,StratifiedSplit,ef_money_inflation,ef_trade_tariffs_sd_data,ef_regulation_business_start,1.3305280208587646,LightGBM,spatial
ef_government_tax,0,0.8665667166416792,0.9897260273972602,0.9240607513988809,0.8637992831541219,0.6027925291171323,0.6321692645883293,0.8555364039587232,0.37109325866830584,StratifiedSplit,ef_regulation_business_start,ef_regulation_business_licensing,x,2.1472508907318115,RandomForest,spatial
ef_government_tax,1,0.8032786885245902,0.21585903083700442,0.34027777777777785,0.8637992831541219,0.6027925291171323,0.6321692645883293,0.8555364039587232,0.37109325866830584,StratifiedSplit,ef_regulation_business_start,ef_regulation_business_licensing,x,2.1472508907318115,RandomForest,spatial
ef_government_tax,0,0.8852080123266564,0.9837328767123288,0.9318734793187348,0.8795698924731182,0.6636726057570455,0.7066774804001081,0.9147324392010138,0.4750257244477419,StratifiedSplit,ef_regulation_business_start,x,ef_regulation_business_licensing,4.3612141609191895,XGBoost,spatial
ef_government_tax,1,0.8041237113402062,0.3436123348017621,0.48148148148148145,0.8795698924731182,0.6636726057570455,0.7066774804001081,0.9147324392010138,0.4750257244477419,StratifiedSplit,ef_regulation_business_start,x,ef_regulation_business_licensing,4.3612141609191895,XGBoost,spatial
ef_government_tax,0,0.9470538001707942,0.949486301369863,0.9482684908080377,0.9132616487455197,0.8381792740329491,0.8399879039406042,0.958012114537445,0.6799999432321581,StratifiedSplit,ef_regulation_business_start,ef_regulation_labor_dismissal,x,509.42767000198364,NeuralNetwork,spatial
ef_government_tax,1,0.7366071428571429,0.7268722466960352,0.7317073170731707,0.9132616487455197,0.8381792740329491,0.8399879039406042,0.958012114537445,0.6799999432321581,StratifiedSplit,ef_regulation_business_start,ef_regulation_labor_dismissal,x,509.42767000198364,NeuralNetwork,spatial
ef_government_tax,0,0.885145482388974,0.9897260273972602,0.9345189975747776,0.8838709677419355,0.664466537927705,0.7109303848633381,0.9303489529901635,0.49679281297146155,StratifiedSplit,x,ef_regulation_business_start,ef_regulation_business_licensing,1.5130891799926758,LightGBM,spatial
ef_government_tax,1,0.8651685393258427,0.3392070484581498,0.4873417721518988,0.8838709677419355,0.664466537927705,0.7109303848633381,0.9303489529901635,0.49679281297146155,StratifiedSplit,x,ef_regulation_business_start,ef_regulation_business_licensing,1.5130891799926758,LightGBM,spatial
pf_expression_bti,0,0.852991452991453,1.0,0.9206642066420664,0.8767025089605734,0.783375314861461,0.8220684377261779,0.9547407156883037,0.6952937818873229,StratifiedSplit,region_Western Europe,x,y,2.1182141304016113,RandomForest,spatial
pf_expression_bti,1,1.0,0.5667506297229219,0.7234726688102894,0.8767025089605734,0.783375314861461,0.8220684377261779,0.9547407156883037,0.6952937818873229,StratifiedSplit,region_Western Europe,x,y,2.1182141304016113,RandomForest,spatial
pf_expression_bti,0,0.875219683655536,0.9979959919839679,0.9325842696629213,0.896774193548387,0.8201566861683064,0.8562003917121946,0.9477153299041408,0.7452730263028117,StratifiedSplit,region_Western Europe,ef_regulation_labor_dismissal,x,5.064630031585693,XGBoost,spatial
pf_expression_bti,1,0.9922178988326849,0.6423173803526449,0.779816513761468,0.896774193548387,0.8201566861683064,0.8562003917121946,0.9477153299041408,0.7452730263028117,StratifiedSplit,region_Western Europe,ef_regulation_labor_dismissal,x,5.064630031585693,XGBoost,spatial
pf_expression_bti,0,0.9821428571428571,0.9919839679358717,0.98703888334995,0.9813620071684588,0.973321958779019,0.9769378090219137,0.9922666491673523,0.9540286659081745,StratifiedSplit,pf_identity_fgm,ef_legal_enforcement,y,570.4718580245972,NeuralNetwork,spatial
pf_expression_bti,1,0.979328165374677,0.9546599496221663,0.9668367346938774,0.9813620071684588,0.973321958779019,0.9769378090219137,0.9922666491673523,0.9540286659081745,StratifiedSplit,pf_identity_fgm,ef_legal_enforcement,y,570.4718580245972,NeuralNetwork,spatial
pf_expression_bti,0,0.875438596491228,1.0,0.9335827876520113,0.8982078853046594,0.8211586901763224,0.8578956883045332,0.9757058196998531,0.749872939875711,StratifiedSplit,x,ef_legal_enforcement,ef_regulation_labor_dismissal,1.2568283081054688,LightGBM,spatial
pf_expression_bti,1,1.0,0.6423173803526449,0.7822085889570553,0.8982078853046594,0.8211586901763224,0.8578956883045332,0.9757058196998531,0.749872939875711,StratifiedSplit,x,ef_legal_enforcement,ef_regulation_labor_dismissal,1.2568283081054688,LightGBM,spatial
pf_rol_civil,0,0.7719821162444114,0.9233511586452763,0.8409090909090909,0.8594982078853046,0.8699489606176022,0.8575533901272028,0.9267783634055322,0.7261155207582118,StratifiedSplit,year,ef_gender,ef_legal_regulatory,2.119091033935547,RandomForest,spatial
pf_rol_civil,1,0.9406077348066298,0.8165467625899281,0.8741976893453145,0.8594982078853046,0.8699489606176022,0.8575533901272028,0.9267783634055322,0.7261155207582118,StratifiedSplit,year,ef_gender,ef_legal_regulatory,2.119091033935547,RandomForest,spatial
pf_rol_civil,0,0.7709815078236131,0.966131907308378,0.8575949367088608,0.8709677419354839,0.8865431718796086,0.8698197488262521,0.9607843137254903,0.7581615367715954,StratifiedSplit,year,ef_gender,ef_regulation_labor_conscription,4.34207820892334,XGBoost,spatial
pf_rol_civil,1,0.9725433526011561,0.8069544364508393,0.8820445609436435,0.8709677419354839,0.8865431718796086,0.8698197488262521,0.9607843137254903,0.7581615367715954,StratifiedSplit,year,ef_gender,ef_regulation_labor_conscription,4.34207820892334,XGBoost,spatial
pf_rol_civil,0,0.9150779896013865,0.9411764705882353,0.9279437609841827,0.9412186379928316,0.9412117364931585,0.9391534785550454,0.9864087339753865,0.878571173368098,StratifiedSplit,globalNorth,pf_identity_fgm,pf_ss_disappearances_organized,583.2729160785675,NeuralNetwork,spatial
